customer_id,prediction,n_actual
02a87682e79520c65b956d313144efb7747d8a11f66109ab35e8a2f58bbb4133,0835675001 0803986001 0700765001 0918522001 0883026001 0835675002 0909370001 0611415001 0924243001 0855706004 0866731001 0850917001,2
02a892802d25f9e9ac9c90418672bdc32ef8dfd8a19d181eec16836b3223988d,0774113006 0873223001 0811666001 0858389004 0830876001 0906645009 0839496003 0920869003 0909370001 0918522001 0924243001 0832458002,7
02ab87501b9a45e9d30f413b131414c986d7b4aaa72a2dc00715573eb0324a56,0935840002 0783346001 0854322001 0783346018 0783346032 0751471001 0752814003 0736783004 0909370001 0918522001 0924243001 0866731001,1
02abf7167fc6e870577295734e1cb29aa9980c31fc6ea54ca0512ee08e55b0f7,0872172001 0918522001 0519930001 0909370001 0492892002 0924243001 0863595006 0872172002 0783346001 0827968001 0866731001 0896152002,2
02ac337765c3d6ffa88a7a3f497aa93151f19b0463505a8033ed14f09776f581,0547780031 0547780040 0547780028 0547780003 0547780001 0677930037 0909370001 0715624002 0918522001 0806388003 0806388005 0759814035,3
02ac5daaeadd22f8277d4c7ca716ddd102395f5f0da7c02777e6eb4d33028b60,0890225001 0895421001 0914958001 0897108001 0871527004 0907939001 0942187001 0865430006 0767473012 0831431001 0923643001 0767473009,3
02adf270cb5e9a84b190524b960a09363efaed92abb149e8d9724af4271faf2b,0849738002 0849738003 0745686008 0829991002 0849738001 0850917001 0909370001 0832036002 0918522001 0810557001 0736923009 0829991003,2
02af1cd280ccbc84c9a3548c6ccd297aeae52f6681567a61139db31acb61a12f,0829643003 0767423013 0797835008 0904298001 0909370001 0767423001 0912574002 0903420001 0918522001 0621381012 0767423010 0924243001,4
02af74d47f1e1ce05875b0d5924e42516fcef91c8206ecff0fd1682a46e42c0a,0874110001 0715624010 0715624002 0874110002 0715624001 0715624051 0881691001 0909370001 0918522001 0715624052 0715624013 0924243001,2
02af86009c45e5960bbce14e1d40af7a6b09bc8866bea4fd1d041de92f61a078,0942187001 0573152031 0572957024 0573152032 0900267001 0897756003 0767473009 0931769001 0815471001 0909370001 0832692001 0875784002,4
02afe0489359cfe12990d37638136ea7fca5201f4966e0aa7ae6dadb423fae5f,0908629003 0918522001 0915526002 0861803001 0778534008 0924243001 0909370001 0896152001 0915526001 0908629001 0915529001 0896152002,2
02b150a6cb523d0dff2a2efb3ca561f330f6fa2d1c1a462083c9163b480ae174,0904201001 0904201002 0909370001 0918522001 0869379001 0728156025 0866731001 0547780002 0915526001 0728156006 0924243001 0850917001,1
02b22ab15752fa378f50be46c656cd1fde5c5df88915f6f3cbc1ff6bbdc1e437,0878190004 0898694001 0881577005 0878190005 0881577002 0918522001 0909370001 0924243001 0891591007 0909014001 0891591003 0898694002,2
02b26c6c21bb1342cb4773940afa7dd88019d22ffc7e13f7e6f10b9443509e8a,0921906005 0871527004 0799365001 0905811001 0871710012 0893059005 0573085057 0936862001 0706016003 0751592001 0913340002 0907472002,18
02b29ed488a24f3f8ddb2b07852d87a66e8928327bc8272bfee5fe8e35513c86,0819547001 0785787003 0918522001 0884319006 0816083001 0909370001 0914293001 0924243001 0808685005 0902982001 0896152002 0901330002,2
02b30c19f9c43be4d70a468c2eea2154eeb11c5a8c04a7d64f17bc667d565697,0784247007 0909370001 0918522001 0743840027 0866731001 0372860002 0915526001 0863595006 0850917001 0924243001 0751471043 0685814065,1
02b450147d9ca8523d18180e252b3acd1d30cf488d30e8fd1966e88cc2c5ceef,0905945002 0873274001 0923569002 0873274002 0906100002 0926748001 0918836001 0873279005 0896169002 0918835001 0896152002 0610776105,8
02b622535dcd643beb0ab571773a17b0606a5606237614ffe2478e203060711d,0863583001 0562245108 0867813002 0863646003 0863646001 0918522001 0909370001 0893141002 0863583002 0924243001 0863595005 0748749007,3
02b99324b9ac1e596ff928a8dc11562966ffce38dd8607eea86899446339ac36,0938804001 0791587001 0918522001 0871517001 0909370001 0720125007 0874113024 0873678003 0866731001 0852584001 0778064001 0809961002,4
02bc1d0ee1dd74b38ce73edb89e2e20be5cf14ec99ad4611a00a834d8a33afc7,0936610001 0909285001 0870328001 0909370001 0884319006 0918522001 0870328003 0866731001 0915529003 0924243001 0884319001 0915526001,2
02bc3d7bcdb720b5d14003b6bfbba0ec9f7ad4c2276819758eb48e14a758a96f,0905811003 0923037002 0898195001 0827968016 0762796013 0880481002 0685816053 0923037001 0909370001 0685813001 0918522001 0923037003,4
02bccf6bf50f1cde8b8da2d23c13e4782842769bbc281a48171c94eae1cd2d48,0578476001 0858147001 0893141002 0673677022 0506098007 0858147006 0893059005 0372860002 0858147005 0843793001 0822311001 0918522001,8
02bcfe7d5768cdbdb8b68c71cc8527c06e26ec13503e23fa680a1773c8fb27f9,0908799002 0909370001 0909371001 0900317003 0872995003 0860285001 0919986001 0918522001 0933706001 0855507002 0924243001 0831588001,1
02bdb706f5618f168e283f901d280d3ed4044316e96739ccc87abf178cf6dc80,0882418005 0863163002 0685814062 0685814003 0685814001 0909370001 0685814022 0794575025 0924243001 0763988004 0862482007 0918522001,1
02bf154a47f15884c9c270ec751d8057498fc3c78fabb947eb7a2bd2f5af3eab,0399136061 0573085043 0856440002 0877369002 0892555002 0873279005 0881111005 0918522001 0909370001 0924243001 0914441004 0573085047,7
02bfe1a5248beb9cd28ad4ac630a6d75e78d9a3e14551abee7a5a28d5812ea77,0536139068 0871517014 0778064001 0733803001 0685814003 0767423011 0903773002 0860833018 0677930023 0772902013 0909370001 0767423001,7
02c07484dc2ed2e7d5fd65747467f888109d824d75d7cf39530883db554058de,0769748016 0865086006 0918522001 0924243001 0909370001 0851774011 0861803009 0791587021 0868283004 0714790020 0769748014 0809961007,1
02c0bf3452de1f6bf318f0144e4b728fd4cefe19ea9f6ba81be24d5288648132,0753778008 0872920001 0556255001 0556255005 0798050001 0851110001 0806528004 0751788002 0556260004 0562245018 0909370001 0589222005,6
02c0e61ca36c8c111f9657564a2d1f716feb176a36d3c5ab71bb9cc3b5c6a675,0859617001 0733097008 0733097009 0918522001 0733097001 0909370001 0832482002 0832482001 0918894001 0924243001 0372860002 0827968001,2
02c12c7fc74425c0de597ea5a773cc4e84163eeb8fa0dfac257b3ce3a3a2c1e8,0881577002 0881577001 0827968001 0909370001 0918522001 0860833001 0911870001 0915526001 0866731001 0871710001 0924243001 0881577005,1
02c21f7f6d755a38c406cd30ab49123d5cc7c1c98de67901fbba9dff25d562c4,0791587001 0791587010 0791587015 0791587018 0720125039 0809961002 0909370001 0918522001 0924243001 0791587007 0791587009 0720125041,1
02c2ddb664d17c0073216858fb8ed7152be19c5754d032a9628b0e46d9013024,0253448003 0866488001 0723469002 0894085001 0723469001 0253448001 0909370001 0894085002 0918522001 0819113001 0885951001 0506098007,4
02c3bef1e6dc8dfbcc37d9eff3a03b7b11b36bc1227250d654b04f79aceb7a28,0762846027 0878190005 0762846031 0896319001 0889460003 0762846026 0834905006 0867948008 0918522001 0762846006 0909370001 0610776071,7
02c43cd761dfac2c272016c53946997052ebd098f96adff14691ec91ac3936d9,0867994008 0800691008 0909370001 0918522001 0807244005 0924243001 0807244012 0807244001 0800691007 0833459001 0610776002 0778064001,5
02c53a4f9459e4f63d409ccf5969a07a06d4fe51a8318c1b9c32d31571d84b13,0822355001 0918522001 0822355002 0909370001 0915529001 0898886001 0827968001 0924243001 0866731001 0714790020 0916468003 0915529003,1
02c6008405449619f985cb309e11ac815e105336e61c1de50caa03308570f548,0898889001 0806388003 0909370001 0781613006 0920610005 0806388001 0918522001 0806388002 0751471001 0568601007 0924243001 0850917001,1
02c861813f07bb15dce682f137a0a0c16490db30047704aea4d1d424bd892971,0762846027 0826505003 0399256001 0762846026 0889460003 0762846031 0762846006 0909370001 0910601003 0636323001 0762846029 0562245046,3
02c8d36c490fc65c03d720c1220694573c34006cdcc2f9739bb0e55977915033,0911981001 0903473003 0872537004 0894768001 0816350001 0839464002 0903473001 0874704002 0794538003 0932107001 0933032001 0909370001,6
02c9eded77f0a8e6a2990dacd20945cc4797d52eb61596610826e324d29271b6,0889669001 0850917001 0875082003 0818397005 0928040001 0568597006 0762846006 0694848016 0918522001 0815808001 0568597007 0568601006,2
02cb28430730800b98c01722472eedb5823df4903485032bac85298b6e9d49da,0898713001 0753737001 0923758001 0871710012 0897738001 0864216003 0924243001 0918835002 0909370001 0865799006 0797988002 0821398002,7
02ccd47f3808ec0a5a2dcd04efd8bc1aac55a71410b75f5291cbc978176f80f4,0865490001 0834905005 0909370001 0912460001 0759871025 0865490002 0924243001 0866731001 0918522001 0865490005 0714790020 0863595006,2
02cd4ca6d84bcfb6ec8178e81b1f6bdd879955ca8f242bfdbc6de178e4cd6e0b,0816563001 0864216001 0816563002 0816563004 0816563003 0909370001 0816563006 0918522001 0864216003 0924243001 0448509014 0752514003,3
02cfee73afe8f367984e97326136b5ecd76a8bdd47afff648d6388edb213a4b9,0914441004 0914441001 0914441005 0914441003 0918894001 0918894002 0918522001 0867969003 0706016001 0924243001 0914441006 0573085043,1
02d2179f2de2e4401b6bbcd28db781a9e6434e8a3b866167c601f02ebbe74161,0835704001 0843777005 0866455003 0821397007 0843777001 0866454003 0835704011 0909370001 0843777002 0878794001 0846753002 0924243001,3
02d538be34edee68af5b92f2e4ecafb1cf842c05e5a77817785d4be21aa7f2f3,0859737002 0859743002 0834906017 0707269003 0834906018 0834906012 0918522001 0909370001 0859737001 0863477001 0924243001 0834906013,3
02d692868359a28e654e5724d0e931eda0257c951d0ca07278408b096a8ea7b5,0913032001 0850281001 0909371001 0905894003 0929042001 0909370001 0873279003 0918522001 0860285001 0881942001 0914805002 0919273001,5
02d796ea767fa2e94fc6228fe70d8af1a570da973c32f7ddbe7ac747ce4a6666,0456163086 0456163084 0456163085 0456163060 0456163083 0909370001 0803757005 0918522001 0924243001 0827968001 0456163087 0863595006,1
02d83256c96df901832446fb44f0b36c1052cbe5bf9a0ca613f5ad37e37f1f33,0874816003 0803757004 0768931001 0863595002 0688728009 0833098001 0898439003 0768931002 0924243001 0803757023 0939289001 0762846031,10
02d85f158c762390dd85c03f661ba0da839dc77fdfcb74265301db4481c09b0b,0903992004 0904908003 0907939001 0851094007 0568597006 0896851001 0882337002 0895555001 0875784003 0914090001 0918522001 0909370001,6
02da8745a8f655a2c54206f420a2bb4cd3a110fe9da9728d857c75238eb30f2e,0873045002 0918522001 0909370001 0759465001 0850917001 0866731001 0372860002 0924243001 0915526001 0855507001 0760084003 0706016001,1
02dc57f0f3a947903c555b980bb6011fddb78d704ef81fb5eee5b44e87d8570f,0903004003 0928210002 0928206001 0918890001 0887659008 0757903024 0877769001 0909370001 0717490008 0929165002 0924243001 0918522001,6
02dc98a39ea0c260bd9e2201f3eaa084585b9f69985e68aa59b4b52136906569,0927529001 0934296001 0909014001 0863646001 0841565001 0874819002 0893059003 0909916001 0893059005 0918522001 0909916002 0927529004,2
02dd164d87472e7311cd12ea8df993b4a084ad528ed4afb6356fb3d4fbeea68f,0762846027 0873884006 0762846026 0762846006 0762846031 0927922002 0889460003 0918522001 0909370001 0832307003 0914404001 0762846029,1
02de8c17aeac9859e6857a1eb6b7d1458c78008fab63cbf6d1c83317f6776f4d,0745737001 0829812001 0685044011 0874891001 0687524018 0909370001 0674085001 0687524001 0906842001 0835207001 0788225003 0918522001,3
02dfdd37534b6a7cea2d88737eed4cfa3fcb7cb953d185562ce55f2878fb6642,0673677002 0754238024 0805000001 0845790001 0650511003 0673677023 0835348006 0673677022 0572998009 0673677024 0924243001 0878338001,2
02dfdd98081f02bb12b08d9acd0a8e7e35fddb674e4d0f49c0ba0d6e744a97e3,0756322001 0913341001 0834924005 0913340001 0756318001 0924040001 0909370001 0918522001 0756322009 0913341002 0761406001 0924243001,3
02e0ca7e5cfa768e6f6e92bd8e0219367fd8b02f93e98f4145dfb6bce366692f,0829882004 0909370001 0918522001 0805011019 0924243001 0866731001 0863595006 0806989002 0915529003 0762846006 0714790020 0918292001,2
02e0f04143087bf14ca689c1949b694309d286f4a2e2027891c727d53646313f,0847200003 0919391002 0918522001 0924243001 0909370001 0714790020 0715624001 0914441004 0762846006 0827968001 0896152002 0863595006,1
02e0fec2f8d56fd92f68236ddad13caf2cca0ba90ce376b0f0464783e4c18ca7,0785034009 0909370001 0909923001 0785034008 0778745010 0918522001 0904671001 0762846027 0909911001 0923758001 0714790020 0909912001,1
02e19542ba81782f824978a311e22e45480f7842d825e227786d461a0c8becf3,0835348001 0809961007 0844411002 0894956006 0868283004 0909370001 0852584001 0918522001 0791587015 0809961002 0918292001 0866731001,3
02e20090675d9eec8b8bc8f4ee9584ee544379fbc542364e12e1556b31a6d02e,0931769001 0905787002 0931769003 0573085042 0547780001 0891630001 0915361005 0788575002 0914441001 0706016001 0706016062 0706016036,14
02e35b6cf98c3c5b8c7d9e792011aded7141fbea38bfcd50b4758d8b1b89dfff,0888343003 0791587001 0899749001 0909370001 0925666003 0923134002 0854663002 0918522001 0924243001 0740922001 0809961002 0898694001,4
02e4a4324a1908e4a23cbac5c8a71346b49f356a73d4912bf970a6cab5325067,0803969003 0754792003 0803468002 0748355003 0843940001 0909370001 0918522001 0752657001 0534164001 0752689003 0723469001 0757971001,2
02e52661ba1b4e21e96f3b8a4b963741ab718a9200b2a0eb28198f2eab453a28,0752657001 0685816002 0863595006 0910528002 0685816053 0775382001 0685816017 0918522001 0685816049 0863595002 0863595005 0863595001,6
02e56adc1606212412f1e68b62a7f5ce014ab6453beac9df4a8ed6558b67966a,0788575002 0835704010 0841185004 0821397007 0835704001 0909370001 0788575004 0918522001 0866731001 0924243001 0929744001 0841185005,1
02e57a074e774249b877691165b7fdd3ed8eccf09f25f07d8dcd6676374fe55b,0740519006 0902507001 0814620003 0914886003 0699755087 0720504010 0730863005 0882899003 0868874006 0814620001 0911214003 0730863040,3
02e9e5cd1071587904d0c0ce93f929b5916a96a943228b3836f9f198dd4d8b3f,0875784003 0899976004 0884319003 0875810001 0900284001 0852584001 0884319001 0924243001 0918522001 0876171001 0900267001 0894320002,5
02eb4f265d9fd67f479df54326f316d2b7eda25f9e9368902213f26f3661e979,0872537001 0872537004 0872537002 0903473001 0909014001 0918522001 0909370001 0914805002 0924243001 0863646004 0872537006 0850917001,1
02ec13adafdc89138f8d6c1a03297f64064f0852cc1040bb85ff9c24d75321df,0733803001 0673396002 0907951001 0733803014 0673396015 0759465001 0901638001 0907951002 0749974009 0636323001 0909370001 0711053003,3
02ed6a710e43cb0dd913da7d6d8a63d49aa25210eab902896569bbce01d60611,0839332001 0655784001 0909370001 0918522001 0915526001 0924243001 0866731001 0372860002 0751471043 0896152002 0839332003 0850917001,1
02f0a6aa008bae29ace746f116e9e5b70df604275f8772d51ffd1203c9e90acd,0872537004 0909370001 0918522001 0872537002 0872537001 0751471001 0751471043 0924243001 0915526001 0872537006 0835348011 0876148002,1
02f0b1f422a4ff937f77f983523e6a5203cc6c2ae50b1f608347cf316b183f0c,0791587001 0730683019 0730683054 0791587009 0791587015 0918522001 0852584001 0730683062 0730683050 0804992017 0804992016 0791587018,3
02f1f3fb12a7625ab43b3ac2d33a6d5ffe41f5a884db5bda7dddd80f78fd6abe,0309864016 0309864013 0309864002 0309864012 0909370001 0918522001 0559139019 0762846006 0924243001 0866731001 0706016001 0827968001,2
02f215f4cd860981d4b9814c9722a3d32b129aef61807f633683cae064b52996,0918292001 0909370001 0868405004 0808552011 0918522001 0918292004 0740922001 0924243001 0854663002 0822199005 0853881001 0863595006,3
02f27d48c46bb23eef1130077543aa159f0e3cc7ffaaff9c166b022c6c5da63d,0832253003 0922037002 0832253002 0832253001 0878800002 0806528009 0861767002 0889460003 0909014001 0882882002 0798938018 0918522001,4
02f295412dfa385065b78973319f22c80ea6dff0f2ba3f10b7e134f14f49e975,0938804001 0909370001 0918522001 0916468001 0806388001 0924243001 0915526001 0866731001 0915523001 0372860002 0751471001 0850917001,1
02f30b481177358f77f28fa39c778115b7f6b5af2378e6ec186106dadc5114bb,0760084003 0719530003 0760084013 0760084006 0760084015 0706016001 0909370001 0924243001 0918522001 0871376002 0803757001 0866731001,1
02f3d831addea2ac6a82c13d22a55eaa63468e1728b62c25c5b8338f5ae582c3,0803468002 0846181003 0748355003 0909370001 0918522001 0758034001 0719655001 0924243001 0611415001 0748355018 0723469001 0803969003,2
02f44404b563ddcaa7d9613b2cb52366ae74585d2b51318c4d2c8fcdc14e9615,0714790020 0799365002 0921380001 0714790017 0714790028 0909370001 0918522001 0448509014 0926500001 0905365001 0924243001 0714790021,3
02f5a2119d48f57b99972117b399e4d789cba0f73041e7a9c10e8b1407db826c,0924243001 0778064001 0827968001 0778064003 0768931001 0918522001 0909370001 0923758001 0915526001 0915526002 0865799006 0909093003,6
02f5ac63386d30514e148ec2a008fd7eb899e9f19badda3e287b75d77e1a3160,0678942001 0579541072 0678942054 0579541001 0820484001 0820484003 0678942057 0820484007 0814116005 0664074001 0918522001 0579541077,3
02f5caf5e0ba0d71bfbc42b0578ce92dcadf8bf0497430c99e2c6ff657f62e61,0884319001 0884319003 0884319005 0884319006 0865929003 0915529003 0918522001 0909370001 0924243001 0372860002 0751471043 0910601001,1
02f726450d7617bb0644d00ccabfdf85ac1fdf14b2aa21327c03bf2abc5bb8b2,0803969003 0846181003 0752689003 0803468002 0758034001 0748355003 0909370001 0803969009 0918522001 0757971001 0723469001 0719655001,2
02f802bc485359c6bfba5f3ad7b31b79390ee55b953689cad93bf47e4ad6a8e4,0894085001 0894085002 0912460001 0885951001 0819113001 0860797001 0885951003 0909370001 0918522001 0914319001 0875635003 0819113003,3
02fa8aaed5353d046408de019aa53ed058e7aec4c44f13c71efc447efbd998dd,0894956006 0894956001 0809961007 0805000008 0918292001 0791587015 0918522001 0909370001 0866731001 0868283004 0924243001 0809961002,3
02fb616160a91e306ff84ef3cd1333f0cd7d364df06d6746d5b313af7ff7be7b,0909370001 0918522001 0885077001 0924243001 0743098001 0827968001 0714790020 0860395002 0372860001 0850917001 0866731001 0372860002,2
02fcbce0b15f583758bba30f8f42a54a53ebab50287c9c26c0a7a664d180a69d,0889000005 0889000006 0889000002 0902388001 0909370001 0922625004 0918522001 0924243001 0915487001 0456163086 0863595006 0372860002,1
02fcf56f93ae537a42397f70729f6ef27861289d3195b3fc75ca5c0f626c2cc7,0754792003 0754106004 0534164001 0810170016 0811715001 0775382001 0534164034 0752657001 0909370001 0843940001 0918522001 0924243001,2
02fdcca794d1740b9b8e8fb1299663553756994d97eb63d29baa8d7b44faf648,0932698001 0915292001 0554450001 0912204001 0867969002 0866731001 0785034009 0852174003 0869331006 0858407002 0912204005 0730683052,11
02fe56d0f27ba48ba557f764a5175dbeea16ae8bfbc97a5baad746d3eead2bc1,0842004003 0399061032 0881919002 0923037001 0829643003 0598515033 0809238005 0912460001 0909370001 0918522001 0894780001 0839332008,4
02fe805ebeaeaf1290b6764f152cbbea3e94ad8ba86d4c1a4800f42f471d644c,0884319002 0893059003 0673677002 0884319006 0809238001 0761406001 0884319003 0884319005 0911870001 0893059005 0863646001 0926166001,7
02fed6c2b86a85ce4fdce948d779a437433861a5209a1ad5a2a187da8bb293e9,0714790008 0906352001 0903926001 0918522001 0909370001 0893141002 0714790020 0903926002 0923460001 0915529003 0915526002 0896161001,2
02ff2cd99e5003b660fa8887a5cb6253705894d1fbb934e2334a17abf0d8dd59,0740519002 0805000001 0909370001 0740519006 0918522001 0818320001 0804992014 0924243001 0912204001 0863595006 0805000007 0866610001,1
02ffc80e07a8d83a830297ad99d718213b70fbe21840b932fcc0df9dd0601473,0448509014 0448509001 0714790020 0448509018 0919365008 0852584001 0448509035 0909370001 0918522001 0706016003 0640021023 0706016001,1
030112e0d7e2958ee401cc4e50f27d354ca4af8019999370f3a690bba4637a00,0579541075 0579541001 0579541086 0918522001 0579541089 0929980002 0579541072 0909370001 0889000005 0866731001 0678942057 0924243001,2
03018f365047bcb274b781ab0e26066eba78790e1300a30ca2b6707914d9861f,0872537004 0805947006 0872537002 0805947001 0872537001 0876148002 0923569002 0918522001 0906352001 0872537006 0914805002 0909370001,2
0302a88ed5d5d40d2e2e0d05d1048992619dc2c44f674f1e1cd9e163bb4e2b5e,0536139068 0935689001 0536139071 0909912001 0909911001 0536139006 0926166001 0909370001 0918522001 0924243001 0909916002 0935092001,5
0304636b018e7556931919b4e1816b6685d2a74bdf05768357cf9a55122e3ad6,0935840001 0876148001 0903992003 0877845001 0870328003 0903910001 0870328001 0935840002 0918522001 0909370001 0870328002 0896851001,5
03055f880f50eeb1b17e759dfa578a845582bd9769b54acea5f824d5f1487259,0918522001 0873279005 0905945002 0907188002 0905945001 0865799006 0914805002 0924243001 0914805006 0909370001 0850917001 0915526002,1
030583cb48040e182343fde5b56c17e6e6ae0d798f81e335991c20a84356e680,0910160002 0926502001 0862325002 0918522001 0915526001 0909370001 0867205002 0372860001 0916468003 0865799006 0877769001 0933891001,3
0308a6a558f17c257c06eb05c182845f0d8a8824cbb4dc512136300ca43746d8,0865799005 0865799006 0918522001 0909370001 0902265002 0372860002 0866731001 0850917001 0924243001 0922381001 0827968001 0372860001,1
0309c037b76923f1718c64ab3c9fab942f07ec0f54caddf4d3ac6cdcfd085762,0915453001 0918892001 0873419001 0894780001 0910601001 0909370001 0918522001 0915453002 0921906001 0915526002 0903359001 0889000002,3
0309ef260300776c01ddca14f4c37121dceb84144396baf81e2cb599e1618a83,0863583002 0936990001 0828116003 0893141002 0863583001 0732311003 0893141001 0936282001 0921380001 0873279006 0909370001 0924243001,3
030bbf891252e7b1f443a06e869304780b649d156a66080ec599a759eabbf132,0850917001 0914441003 0750422039 0901330002 0448509014 0568597007 0568597006 0914441004 0853504001 0909370001 0762846006 0918522001,1
030c026300c10b0ff4780f2715a7fc05b54c32a0f3749e20890d433dc1f7155b,0898596007 0821395005 0804992014 0610776002 0804992013 0895993002 0719957017 0918522001 0918292001 0909370001 0610776001 0719957018,6
030d0be57226016cf8aad29e920673c1e979f8338a43c451667fbdd21f8a3da6,0889652001 0889652002 0881244001 0889652003 0931769003 0870531001 0931769001 0881244006 0915362002 0875784002 0909370001 0924243001,2
030dc5cfed6a397b5845abdf0970becdd705821996e966d450ed2c6470236bbf,0811925001 0811927001 0811925009 0832527002 0909370001 0866383006 0918522001 0924243001 0780636002 0866731001 0915529003 0811927007,3
030f32c31ccef170987c42cd737513691ec7c1c1da9974b14fdd18f3568b69e6,0843465004 0843465010 0843614013 0395127006 0909370001 0918522001 0395127001 0395127011 0843465008 0924243001 0843465002 0751471043,3
0310498fe2b3722e551635d3d1bbfa2f53371bec1b93a24173c5223640707154,0888343003 0906226002 0863595001 0898694001 0863595006 0909370001 0918522001 0910601002 0878190004 0906226001 0863595005 0863595004,4
03116a09b286a223718fbd90e161c7c2faaa379661b71d0e8001500f79f6e489,0793699001 0823168002 0811907003 0811907006 0824752001 0909370001 0918522001 0599580046 0924243001 0811907011 0866731001 0739590032,1
03126e45c08e82cd192b32cbddbeba63387e11e5531059d1e75b74a422f373b1,0918890002 0923576001 0918890001 0934296001 0896152002 0918522001 0640021012 0896152001 0809238005 0924243001 0865799006 0896169002,2
031467b574c674387defb341d582cf9e61c4463f976e5c6d1e73b4a1c584f5f8,0839332008 0909370001 0918522001 0872537002 0863595006 0924243001 0893059004 0839332001 0762846006 0850917001 0915529003 0372860002,1
03157de54bc2dda024cd6ee317bbb3048d96486cbaa4227b2b451b343a50fb97,0716672001 0770315017 0872924001 0918522001 0909370001 0924243001 0372860002 0372860001 0716672018 0779781015 0719655001 0608776002,6
03163d3dd1e14bd656b4d1e898bc2e5bb3b6e0bd483971c4c718d098ff60f664,0887771001 0910160001 0909370001 0918522001 0673677022 0924243001 0765743007 0921226001 0664074001 0805000007 0762846006 0805000001,2
0316a617d011b7f9283fa668f7112dfd6cd5ec244f7936bfc9289b46860a55ee,0456163087 0827968004 0914319002 0806388001 0806388003 0827968001 0806388002 0456163083 0806388005 0909370001 0918522001 0924243001,4
0318738994f640626c9d17039c3b0367098c84cda2a7edbdcdc4e3bb71c100bd,0874819003 0924243001 0923758001 0918522001 0924243002 0865799006 0910601003 0909370001 0893820001 0915526002 0915526001 0910601002,4
03192b216dfac08c20721c3b2109102a90e357ce6f9a43090932c64bb7a74cc0,0788575002 0895836001 0871517014 0899122002 0903420001 0909370001 0871517008 0918522001 0871710012 0895836003 0865799006 0805947006,4
031ab40c80df4108712cd8e4dea1e6fc328b921d0fdc2d0618588a341eb8e99b,0922037003 0816832011 0903994001 0816832001 0903994005 0863646001 0909370001 0918522001 0877769001 0896319001 0924243001 0815808001,1
031ad40495069dca5e8252f8d5b4c84c85ca6567ee052c8998e827924eab76ed,0920610005 0927751001 0928040002 0920610002 0909370001 0920610001 0889669001 0918522001 0832307007 0928040001 0915526001 0860867002,2
031b1633a7b3df1b5c63487b254981b5dd3606d8d643e99345221577cf581fee,0783346030 0921671001 0904416002 0865926002 0783346001 0783346023 0904416001 0783346018 0909370001 0918522001 0751471001 0924243001,4
031b7c4b60033601a36b686265d3997a95d6487886cb6e1fa1e5c0e758f7da98,0860833002 0772902011 0919037004 0772902010 0772902001 0909370001 0918522001 0762143009 0865929014 0924243001 0915526001 0866731001,2
031caaf2fa78eb142e1e7cd105022866d24c44275afc8db34b9da7bd1c864208,0679854001 0796210001 0805947001 0796210012 0751664001 0679854005 0909370001 0805947006 0835348006 0679854025 0655784001 0679854009,2
031cb3536597668b391f6067abf87beef7bbe2477009fa6257209fa971acdbcb,0930380001 0909721001 0871527004 0909370001 0767473012 0930380003 0884319003 0874819003 0884319009 0918522001 0865929003 0865799006,2
031d191a2ed7b9157232601a35135df7420faaebab0c13b295927d3e21479a11,0730683054 0730683052 0866792004 0912204001 0730683062 0924243001 0918522001 0909370001 0865086006 0896559001 0866731001 0905518001,1
031d7d93c3e9f74a8ccb761d770d64b656069962547bf0b2fba9ebe1b23f8271,0775382001 0855239001 0834063001 0905070001 0854193001 0719957017 0768931002 0918522001 0757971001 0768931005 0924243001 0843940001,12
031dacb19b2f7003ccc838290d15c933ecf916503c428c9205ed036373758415,0904584001 0854602010 0823518001 0909370001 0918522001 0924243001 0854602001 0823518002 0866731001 0904584008 0904584009 0904584002,2
031e9fed25c4eee9d638bd4279b29d7043edf8ab2355746946dfce380683f821,0933032001 0933032002 0918522001 0909370001 0866731001 0827968001 0924243001 0918525001 0806388002 0372860002 0915526001 0915529003,1
03218fd86fff634aea12c4b225e2e2bd8c731895121be22d7c311185f7b5a85a,0882882005 0882882007 0706016001 0636323001 0882882006 0399256001 0838726005 0918522001 0909370001 0882882001 0924243001 0762846006,2
03222b4b198d82d8bf78f52366217a97e5767a9e066cc44bdc55ab6fecdbd51a,0873274002 0706016050 0929388002 0673677022 0877273001 0714790033 0799365027 0673677024 0673677002 0918522001 0706016015 0909370001,3
0322472e1ca26db3f3d1c63ae910a63e6bf89e891852e8315853bc5b85579c1a,0918522001 0909370001 0929597001 0866731001 0928834001 0915526001 0924243001 0850917001 0610776002 0827968001 0372860002 0806388002,1
0322bcbac55fbaa68337f454805d5824d74da373cad90d42e0975b56485af0a7,0903951002 0910722001 0935787001 0903951001 0884319006 0909588006 0909370001 0927922001 0884319005 0924243001 0913688001 0918522001,2
0322bd7d0201766c3f997b281ebee8428d3de391b5ed4762de41ffdd69548615,0801447001 0850917001 0762846006 0889456001 0909370001 0850917003 0568597006 0918522001 0751471041 0783346001 0751471039 0924243001,3
0322ec8faed5a812688a1d207b1839df182d0439ff211439ae58277c69f7aa94,0898694001 0749974009 0868054004 0904736001 0888343003 0898694002 0891591007 0873679005 0878190004 0921073001 0918522001 0909370001,2
0323c2aa1e1e0bea7c3fecc9c7568f9b057d3fafec83693ee6f40fb72af6a3b4,0791587001 0748355002 0677930031 0611415001 0611415035 0677930023 0791587009 0885951001 0909370001 0852584001 0791587018 0677930037,6
